0	61.147089	18.581022	12.709666
20	62.57036	20.615042	14.230142
40	64.78408	26.722566	17.837914
60	74.058321	31.515666	21.271206
80	76.693272	40.605778	30.893701
100	88.777732	44.380565	35.338561
120	98.198489	54.03511	50.294834
140	94.625912	61.352009	59.912169
160	105.907178	71.831496	70.671158
180	105.512197	80.139752	78.676008
200	105.141135	84.816348	97.174356
