10	73.171195	54.015849	65.185446
20	67.78119	45.392382	49.235402
30	64.375815	42.84715	42.166826
40	59.880799	37.601963	32.115303
50	59.383584	33.097585	28.029663
60	56.86546	32.209265	27.216136
70	56.93753	30.102109	24.28075
80	55.420223	29.431247	24.226701
90	55.91654	29.751453	22.698576
100	50.779685	26.847823	21.394043
110	50.632733	28.105054	20.69003
120	50.680351	26.054734	19.137599
