0	40.971182	16.704176	10.322212
20	41.740826	18.71179	11.349535
40	48.318264	23.009688	16.353901
60	56.849502	29.602491	22.927529
80	62.079625	37.228895	30.578686
100	71.850173	45.995518	41.396325
120	73.230525	50.704596	51.552235
140	78.172317	60.977481	59.352262
160	85.60067	68.904393	67.834948
180	88.094566	81.372668	82.43424
200	96.904937	82.890088	97.166966
